event_id,slug,title,question,condition_id,yes_token_id,no_token_id,closed,active,outcomes,yes_price,no_price,last_trade_price,resolved_yes,start_date,end_date,closed_time,uma_resolution_status,volume,liquidity,volume_24hr,one_day_price_change,one_week_price_change,one_month_price_change,spread,best_bid,best_ask,context_description,event_description,tags
555997,fda-approves-camurus-oclaiz-06-10-2026,FDA approves Camurus' Oclaiz?,FDA approves Camurus' Oclaiz?,0x17583eea72358d7a1a07e42505900db66eb7f8006c9ae7ddb8831f7d64a4962e,9790467751495698944577542019395549510548745636189774197376277039957068798277,71787882178814728103812947133927223500602892814349404385877196683285205354177,False,True,"[""Yes"", ""No""]",0.765,0.235,0.86,,2026-06-04T19:35:14.763028Z,2026-06-10T00:00:00Z,,,2036.8888439999996,515.4148,1680.078473,-0.005,,,0.19,0.67,0.86,,"As of market creation, the FDA's expected decision date for the specified application is June 10, 2026.

This market will resolve to ""Yes"" if the U.S. Food and Drug Administration (FDA) grants full or conditional approval for Camurus's Oclaiz as a treatment for patients with acromegaly by June 24, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No.""

An approval is defined as:
For new drugs: FDA issuance of an approval letter for a New Drug Application (NDA) or Biologics License Application (BLA)
For already-marketed drugs seeking new indications: FDA approval of a supplemental NDA (sNDA) or supplemental BLA (sBLA) for the specific indication referenced
For generic drugs: FDA approval of an Abbreviated New Drug Application (ANDA)
For biosimilars: FDA approval of a 351(k) application

The following constitute qualifying approvals:
Standard approval (traditional approval based on clinical benefit), Accelerated approval (based on surrogate endpoints), Approval with Risk Evaluation and Mitigation Strategy (REMS), Approval with restricted distribution or indication limitations, except compassionate use/expanded access programs

The following do not constitute qualifying approvals:
Approvable letters that require additional actions before approval
Tentative approvals pending patent or exclusivity expiration
FDA requests for additional information or studies
Extension of Prescription Drug User Fee Amendments dates
Approval for compassionate use or expanded access programs only
Approval only for export or for use outside the United States
Emergency Use Authorization (EUA) without full approval
Complete Response Letters (CRLs) indicating the application cannot be approved in its current form

This market will immediately resolve to ""No"" if the FDA issues a Complete Response Letter (CRL) or explicitly declines to approve the application. If the drug sponsor withdraws the application before the end of the specified period, the market will resolve to ""No"" immediately.

If the listed drug is approved before the end of the specified period, the market will resolve to ""Yes,"" regardless of potential Advisory Committee votes against approval or later withdrawal of approval.

Conditional approvals may include post-marketing requirements or commitments and still qualify.

The primary resolution source will be official information from the FDA; however, a consensus of credible reporting will also be used.","business,drug,fda,medicine,science,tech"
556012,fda-approves-gsk-spero-therapeutics-tebipenem-hbr-06-18-2026,FDA approves GSK & Spero Therapeutics' Tebipenem HBr?,FDA approves GSK & Spero Therapeutics' Tebipenem HBr?,0x1b4b89d1eb8b516f8c65bfd42a652a4430f2820a10a183cc00dfb1f5924ecac6,78995205365570565066249949387638649229709537783656066690162225076290008296743,19328717987046459351831442923027633200185233937220413514193990019512915547300,False,True,"[""Yes"", ""No""]",0.705,0.295,0.71,,2026-06-04T19:35:15.710846Z,2026-06-18T00:00:00Z,,,3689.4537249999985,1818.6449,268.643808,0.01,,,0.05,0.68,0.73,,"As of market creation, the FDA's expected decision date for the specified application is June 18, 2026.

This market will resolve to ""Yes"" if the U.S. Food and Drug Administration (FDA) grants full or conditional approval for GSK & Spero Therapeutics's Tebipenem HBr as a treatment for complicated urinary tract infections (cUTIs), including pyelonephritis by July 2, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No.""

An approval is defined as:
For new drugs: FDA issuance of an approval letter for a New Drug Application (NDA) or Biologics License Application (BLA)
For already-marketed drugs seeking new indications: FDA approval of a supplemental NDA (sNDA) or supplemental BLA (sBLA) for the specific indication referenced
For generic drugs: FDA approval of an Abbreviated New Drug Application (ANDA)
For biosimilars: FDA approval of a 351(k) application

The following constitute qualifying approvals:
Standard approval (traditional approval based on clinical benefit), Accelerated approval (based on surrogate endpoints), Approval with Risk Evaluation and Mitigation Strategy (REMS), Approval with restricted distribution or indication limitations, except compassionate use/expanded access programs

The following do not constitute qualifying approvals:
Approvable letters that require additional actions before approval
Tentative approvals pending patent or exclusivity expiration
FDA requests for additional information or studies
Extension of Prescription Drug User Fee Amendments dates
Approval for compassionate use or expanded access programs only
Approval only for export or for use outside the United States
Emergency Use Authorization (EUA) without full approval
Complete Response Letters (CRLs) indicating the application cannot be approved in its current form

This market will immediately resolve to ""No"" if the FDA issues a Complete Response Letter (CRL) or explicitly declines to approve the application. If the drug sponsor withdraws the application before the end of the specified period, the market will resolve to ""No"" immediately.

If the listed drug is approved before the end of the specified period, the market will resolve to ""Yes,"" regardless of potential Advisory Committee votes against approval or later withdrawal of approval.

Conditional approvals may include post-marketing requirements or commitments and still qualify.

The primary resolution source will be official information from the FDA; however, a consensus of credible reporting will also be used.","business,drug,fda,medicine,science,tech"
556024,fda-approves-merck-welireg-keytruda-or-keytruda-qlex-06-19-2026,FDA approves Merck's Welireg + Keytruda or Keytruda Qlex?,FDA approves Merck's Welireg + Keytruda or Keytruda Qlex?,0xf1cc13243db73347c0e4eaca6aa4ca68dcdb3a3bf7a8937e804c4fee047e66ed,91234654974942531712649884521655849604456464750059504118872404397662648931411,23539858007764270118501458814314081184106639123899028621801319955776268313272,False,True,"[""Yes"", ""No""]",0.81,0.19,0.82,,2026-06-04T19:35:17.15635Z,2026-06-19T00:00:00Z,,,273.53626099999997,282.2107,21.219511,0.005,,,0.02,0.8,0.82,,"As of market creation, the FDA's expected decision date for the specified application is June 19, 2026.

This market will resolve to ""Yes"" if the U.S. Food and Drug Administration (FDA) grants full or conditional approval for Merck's Welireg + Keytruda or Keytruda Qlex as a treatment for adjuvant treatment of clear cell renal cell carcinoma following nephrectomy by July 3, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No.""

An approval is defined as:
For new drugs: FDA issuance of an approval letter for a New Drug Application (NDA) or Biologics License Application (BLA)
For already-marketed drugs seeking new indications: FDA approval of a supplemental NDA (sNDA) or supplemental BLA (sBLA) for the specific indication referenced
For generic drugs: FDA approval of an Abbreviated New Drug Application (ANDA)
For biosimilars: FDA approval of a 351(k) application

The following constitute qualifying approvals:
Standard approval (traditional approval based on clinical benefit), Accelerated approval (based on surrogate endpoints), Approval with Risk Evaluation and Mitigation Strategy (REMS), Approval with restricted distribution or indication limitations, except compassionate use/expanded access programs

The following do not constitute qualifying approvals:
Approvable letters that require additional actions before approval
Tentative approvals pending patent or exclusivity expiration
FDA requests for additional information or studies
Extension of Prescription Drug User Fee Amendments dates
Approval for compassionate use or expanded access programs only
Approval only for export or for use outside the United States
Emergency Use Authorization (EUA) without full approval
Complete Response Letters (CRLs) indicating the application cannot be approved in its current form

This market will immediately resolve to ""No"" if the FDA issues a Complete Response Letter (CRL) or explicitly declines to approve the application. If the drug sponsor withdraws the application before the end of the specified period, the market will resolve to ""No"" immediately.

If the listed drug is approved before the end of the specified period, the market will resolve to ""Yes,"" regardless of potential Advisory Committee votes against approval or later withdrawal of approval.

Conditional approvals may include post-marketing requirements or commitments and still qualify.

The primary resolution source will be official information from the FDA; however, a consensus of credible reporting will also be used.","business,drug,fda,medicine,science,tech"
556033,fda-approves-kiniksa-regeneron-arcalyst-06-19-2026,FDA approves Arcalyst technology transfer?,FDA approves Arcalyst technology transfer?,0x867d2b14e4334057aa0a8172e3be513e9dd907ec6181c3275878144d46eb44e9,98678819069478680617064953082888421117999069425418620706355486116533458039721,86314011341674034526185287193461955886179458842282344239667398454076760038957,False,True,"[""Yes"", ""No""]",0.725,0.275,0.82,,2026-06-04T19:35:19.599027Z,2026-06-19T00:00:00Z,,,2333.010203,746.83,250.0,-0.085,,,0.33,0.56,0.89,,"As of market creation, the FDA's expected decision date for the specified application is June 19, 2026.

This market will resolve to ""Yes"" if the U.S. Food and Drug Administration (FDA) grants full or conditional approval for Kiniksa & Regeneron's Arcalyst related to the technology transfer to Samsung Biologics as a replacement CDMO by July 3, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No.""

An approval is defined as:
For new drugs: FDA issuance of an approval letter for a New Drug Application (NDA) or Biologics License Application (BLA)
For already-marketed drugs seeking new indications: FDA approval of a supplemental NDA (sNDA) or supplemental BLA (sBLA) for the specific indication referenced
For generic drugs: FDA approval of an Abbreviated New Drug Application (ANDA)
For biosimilars: FDA approval of a 351(k) application

The following constitute qualifying approvals:
Standard approval (traditional approval based on clinical benefit), Accelerated approval (based on surrogate endpoints), Approval with Risk Evaluation and Mitigation Strategy (REMS), Approval with restricted distribution or indication limitations, except compassionate use/expanded access programs

The following do not constitute qualifying approvals:
Approvable letters that require additional actions before approval
Tentative approvals pending patent or exclusivity expiration
FDA requests for additional information or studies
Extension of Prescription Drug User Fee Amendments dates
Approval for compassionate use or expanded access programs only
Approval only for export or for use outside the United States
Emergency Use Authorization (EUA) without full approval
Complete Response Letters (CRLs) indicating the application cannot be approved in its current form

This market will immediately resolve to ""No"" if the FDA issues a Complete Response Letter (CRL) or explicitly declines to approve the application. If the drug sponsor withdraws the application before the end of the specified period, the market will resolve to ""No"" immediately.

If the listed drug is approved before the end of the specified period, the market will resolve to ""Yes,"" regardless of potential Advisory Committee votes against approval or later withdrawal of approval.

Conditional approvals may include post-marketing requirements or commitments and still qualify.

The primary resolution source will be official information from the FDA; however, a consensus of credible reporting will also be used.","business,drug,fda,medicine,science,tech"
556064,fda-approves-arcutis-zoryve-cream-06-29-2026,FDA approves Arcutis' Zoryve cream?,FDA approves Arcutis' Zoryve cream?,0xb7c2d7f522335da5c7cb4c9ea13b6e7caa434edf592a696e5a23ddc516715536,5326686830403320881315123977898684912619539791198259198721594979452835065069,112053394931601951078685087694816063040578631816280033954054311951936677570613,False,True,"[""Yes"", ""No""]",0.885,0.115,0.79,,2026-06-04T19:54:46.325243Z,2026-06-29T00:00:00Z,,,3935.716602999999,2317.0806,3169.1770369999995,0.08,,,0.01,0.88,0.89,"Arcutis’ strong regulatory track record and positive supporting data underpin the market’s 88.5% implied probability that the FDA will approve Zoryve (roflumilast) cream 0.3% for plaque psoriasis in children ages 2–5 by the June 29, 2026 PDUFA target. The company has secured six prior Zoryve approvals across atopic dermatitis and psoriasis indications in under four years, including recent expansions to younger pediatric patients with consistent safety and efficacy results from Phase 3 and long-term extension studies. FDA acceptance of the supplemental NDA in November 2025, combined with the absence of notable safety signals or competing review issues, has reinforced trader confidence in a timely positive outcome as the agency nears its decision.","As of market creation, the FDA's expected decision date for the specified application is June 29, 2026.

This market will resolve to ""Yes"" if the U.S. Food and Drug Administration (FDA) grants full or conditional approval for Arcutis's Zoryve cream as a treatment for plaque psoriasis in children aged 2 to 5 by July 13, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No.""

An approval is defined as:
For new drugs: FDA issuance of an approval letter for a New Drug Application (NDA) or Biologics License Application (BLA)
For already-marketed drugs seeking new indications: FDA approval of a supplemental NDA (sNDA) or supplemental BLA (sBLA) for the specific indication referenced
For generic drugs: FDA approval of an Abbreviated New Drug Application (ANDA)
For biosimilars: FDA approval of a 351(k) application

The following constitute qualifying approvals:
Standard approval (traditional approval based on clinical benefit), Accelerated approval (based on surrogate endpoints), Approval with Risk Evaluation and Mitigation Strategy (REMS), Approval with restricted distribution or indication limitations, except compassionate use/expanded access programs

The following do not constitute qualifying approvals:
Approvable letters that require additional actions before approval
Tentative approvals pending patent or exclusivity expiration
FDA requests for additional information or studies
Extension of Prescription Drug User Fee Amendments dates
Approval for compassionate use or expanded access programs only
Approval only for export or for use outside the United States
Emergency Use Authorization (EUA) without full approval
Complete Response Letters (CRLs) indicating the application cannot be approved in its current form

This market will immediately resolve to ""No"" if the FDA issues a Complete Response Letter (CRL) or explicitly declines to approve the application. If the drug sponsor withdraws the application before the end of the specified period, the market will resolve to ""No"" immediately.

If the listed drug is approved before the end of the specified period, the market will resolve to ""Yes,"" regardless of potential Advisory Committee votes against approval or later withdrawal of approval.

Conditional approvals may include post-marketing requirements or commitments and still qualify.

The primary resolution source will be official information from the FDA; however, a consensus of credible reporting will also be used.","business,drug,fda,medicine,science,tech"
556092,fda-approves-unicycive-oxylanthanum-carbonate-06-29-2026,FDA approves Unicycive's Oxylanthanum carbonate?,FDA approves Unicycive's Oxylanthanum carbonate?,0x2f11d2ff4a5443460598be5551c5d21709a4140239ad6447c77989131e7dd881,57236356231501397079333811882627607956737916159788357580272439498254658662234,21029090013383714366693778505340244379763615288591271873186915014610586268360,False,True,"[""Yes"", ""No""]",0.765,0.235,0.72,,2026-06-04T20:04:27.145501Z,2026-06-29T00:00:00Z,,,3429.7845929999994,1072.2932,20.0,,,,0.03,0.75,0.78,,"As of market creation, the FDA's expected decision date for the specified application is June 29, 2026.

This market will resolve to ""Yes"" if the U.S. Food and Drug Administration (FDA) grants full or conditional approval for Unicycive's Oxylanthanum carbonate as a treatment for hyperphosphatemia in CKD patients on dialysis by July 13, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No.""

An approval is defined as:
For new drugs: FDA issuance of an approval letter for a New Drug Application (NDA) or Biologics License Application (BLA)
For already-marketed drugs seeking new indications: FDA approval of a supplemental NDA (sNDA) or supplemental BLA (sBLA) for the specific indication referenced
For generic drugs: FDA approval of an Abbreviated New Drug Application (ANDA)
For biosimilars: FDA approval of a 351(k) application

The following constitute qualifying approvals:
Standard approval (traditional approval based on clinical benefit), Accelerated approval (based on surrogate endpoints), Approval with Risk Evaluation and Mitigation Strategy (REMS), Approval with restricted distribution or indication limitations, except compassionate use/expanded access programs

The following do not constitute qualifying approvals:
Approvable letters that require additional actions before approval
Tentative approvals pending patent or exclusivity expiration
FDA requests for additional information or studies
Extension of Prescription Drug User Fee Amendments dates
Approval for compassionate use or expanded access programs only
Approval only for export or for use outside the United States
Emergency Use Authorization (EUA) without full approval
Complete Response Letters (CRLs) indicating the application cannot be approved in its current form

This market will immediately resolve to ""No"" if the FDA issues a Complete Response Letter (CRL) or explicitly declines to approve the application. If the drug sponsor withdraws the application before the end of the specified period, the market will resolve to ""No"" immediately.

If the listed drug is approved before the end of the specified period, the market will resolve to ""Yes,"" regardless of potential Advisory Committee votes against approval or later withdrawal of approval.

Conditional approvals may include post-marketing requirements or commitments and still qualify.

The primary resolution source will be official information from the FDA; however, a consensus of credible reporting will also be used.","business,drug,fda,medicine,science,tech"
556116,fda-approves-viridian-therapeutics-veligrotug-06-30-2026,FDA approves Viridian Therapeutics' Veligrotug?,FDA approves Viridian Therapeutics' Veligrotug?,0xebbcaedbd2ab0c9e8aef9fce18af2322657f15326ab419e4271a6708d5024741,998551630088519161733333705538873405055359592430918272762879243823110139076,94941213406340806045557755753797378247822133257915957054702804581499829802358,False,True,"[""Yes"", ""No""]",0.735,0.265,0.72,,2026-06-04T20:04:30.210685Z,2026-06-30T00:00:00Z,,,2568.519419999999,1264.8107,435.42777600000005,0.02,,,0.05,0.71,0.76,,"As of market creation, the FDA's expected decision date for the specified application is June 30, 2026.

This market will resolve to ""Yes"" if the U.S. Food and Drug Administration (FDA) grants full or conditional approval for Viridian Therapeutics's Veligrotug as a treatment for thyroid eye disease by July 14, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No.""

An approval is defined as:
For new drugs: FDA issuance of an approval letter for a New Drug Application (NDA) or Biologics License Application (BLA)
For already-marketed drugs seeking new indications: FDA approval of a supplemental NDA (sNDA) or supplemental BLA (sBLA) for the specific indication referenced
For generic drugs: FDA approval of an Abbreviated New Drug Application (ANDA)
For biosimilars: FDA approval of a 351(k) application

The following constitute qualifying approvals:
Standard approval (traditional approval based on clinical benefit), Accelerated approval (based on surrogate endpoints), Approval with Risk Evaluation and Mitigation Strategy (REMS), Approval with restricted distribution or indication limitations, except compassionate use/expanded access programs

The following do not constitute qualifying approvals:
Approvable letters that require additional actions before approval
Tentative approvals pending patent or exclusivity expiration
FDA requests for additional information or studies
Extension of Prescription Drug User Fee Amendments dates
Approval for compassionate use or expanded access programs only
Approval only for export or for use outside the United States
Emergency Use Authorization (EUA) without full approval
Complete Response Letters (CRLs) indicating the application cannot be approved in its current form

This market will immediately resolve to ""No"" if the FDA issues a Complete Response Letter (CRL) or explicitly declines to approve the application. If the drug sponsor withdraws the application before the end of the specified period, the market will resolve to ""No"" immediately.

If the listed drug is approved before the end of the specified period, the market will resolve to ""Yes,"" regardless of potential Advisory Committee votes against approval or later withdrawal of approval.

Conditional approvals may include post-marketing requirements or commitments and still qualify.

The primary resolution source will be official information from the FDA; however, a consensus of credible reporting will also be used.","business,drug,fda,medicine,science,tech"
556094,fda-approves-ionis-olezarsen-06-30-2026,FDA approves Ionis' Olezarsen?,FDA approves Ionis' Olezarsen?,0xe15a1b92153dcc68c313b3601cb230f9d3b3b1eff180ae5f98ee350fbf352e6e,18478356096311768507525181003099343533673988861855446773599807234745588398226,48103501461697647160044534931374305477294950808194962645947470346168910609658,False,True,"[""Yes"", ""No""]",0.83,0.17,0.78,,2026-06-04T20:04:29.166658Z,2026-06-30T00:00:00Z,,,2100.766675,1657.2384,490.9687,0.085,,,0.06,0.8,0.86,"The FDA's February 2026 acceptance of Ionis' supplemental new drug application for olezarsen in severe hypertriglyceridemia, paired with Priority Review and a June 30, 2026 PDUFA target, anchors the 83.5% market-implied odds for approval. The antisense oligonucleotide already holds FDA clearance for the related familial chylomicronemia syndrome indication since late 2024, and it earned Breakthrough Therapy designation in December 2025 following robust Phase 3 CORE and CORE2 data showing clinically meaningful triglyceride reductions. These regulatory milestones and demonstrated efficacy in lowering apoC-III-driven lipid levels underpin trader consensus ahead of the imminent decision date, though any late-stage safety findings could still alter the outcome.","As of market creation, the FDA's expected decision date for the specified application is June 30, 2026.

This market will resolve to ""Yes"" if the U.S. Food and Drug Administration (FDA) grants full or conditional approval for Ionis's Olezarsen as a treatment for severe hypertriglyceridemia by July 14, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No.""

An approval is defined as:
For new drugs: FDA issuance of an approval letter for a New Drug Application (NDA) or Biologics License Application (BLA)
For already-marketed drugs seeking new indications: FDA approval of a supplemental NDA (sNDA) or supplemental BLA (sBLA) for the specific indication referenced
For generic drugs: FDA approval of an Abbreviated New Drug Application (ANDA)
For biosimilars: FDA approval of a 351(k) application

The following constitute qualifying approvals:
Standard approval (traditional approval based on clinical benefit), Accelerated approval (based on surrogate endpoints), Approval with Risk Evaluation and Mitigation Strategy (REMS), Approval with restricted distribution or indication limitations, except compassionate use/expanded access programs

The following do not constitute qualifying approvals:
Approvable letters that require additional actions before approval
Tentative approvals pending patent or exclusivity expiration
FDA requests for additional information or studies
Extension of Prescription Drug User Fee Amendments dates
Approval for compassionate use or expanded access programs only
Approval only for export or for use outside the United States
Emergency Use Authorization (EUA) without full approval
Complete Response Letters (CRLs) indicating the application cannot be approved in its current form

This market will immediately resolve to ""No"" if the FDA issues a Complete Response Letter (CRL) or explicitly declines to approve the application. If the drug sponsor withdraws the application before the end of the specified period, the market will resolve to ""No"" immediately.

If the listed drug is approved before the end of the specified period, the market will resolve to ""Yes,"" regardless of potential Advisory Committee votes against approval or later withdrawal of approval.

Conditional approvals may include post-marketing requirements or commitments and still qualify.

The primary resolution source will be official information from the FDA; however, a consensus of credible reporting will also be used.","business,drug,fda,medicine,science,tech"
158107,fda-approves-retatrutide-this-year,FDA approves Retatrutide this year?,FDA approves Retatrutide this year?,0xa9e844555c3aeac59e6104f266bee4ce930b6941fbea4053eb1ab440cdc4ea8e,37046612607917670308080402239015003453544974634272162340833828461002861888000,88804198326803208210051239842322035314858564707784139836567124873063625803223,False,True,"[""Yes"", ""No""]",0.125,0.875,0.13,,2026-01-12T23:09:01.744068Z,2026-12-31T00:00:00Z,,,569165.698007999,4595.3995,225.4,0.01,-0.065,-0.125,0.01,0.12,0.13,"Recent positive Phase 3 data from Eli Lilly’s TRIUMPH-1 trial, announced in May 2026, showed retatrutide—a triple GIP/GLP-1/glucagon receptor agonist—producing average weight reductions up to 28.3% at 80 weeks in adults with obesity, alongside improvements in cardiovascular risk markers. However, multiple additional TRIUMPH studies remain ongoing or only recently completed, with no New Drug Application filed as of early June 2026. Standard FDA review timelines of 10–12 months after submission make approval before year-end improbable, aligning with the 87.5% market-implied probability for “No.” Key upcoming catalysts include further Phase 3 readouts and potential NDA timing in late 2026.","Retatrutide is a triple agonist hormone/peptide drug developed by Eli Lilly and currently in trial to treat obesity, fatty liver disease, type-2 diabetes, knee osteoarthritis, and more.

This market will resolve to ""Yes"" if the U.S. Food and Drug Administration (FDA) grants a full or conditional approval for Eli Lilly’s for a drug product whose active ingredient is Eli Lilly’s retatrutide (including any brand name or identifier such as LY3437943) for any use between market creation and December 31, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No.""

An approval is defined as:
For new drugs: FDA issuance of an approval letter for a New Drug Application (NDA) or Biologics License Application (BLA)
For already-marketed drugs seeking new indications: FDA approval of a supplemental NDA (sNDA) or supplemental BLA (sBLA) for the specific indication referenced
For generic drugs: FDA approval of an Abbreviated New Drug Application (ANDA)
For biosimilars: FDA approval of a 351(k) application

The following constitute qualifying approvals:
Standard approval (traditional approval based on clinical benefit), Accelerated approval (based on surrogate endpoints), Approval with Risk Evaluation and Mitigation Strategy (REMS), Approval with restricted distribution or indication limitations, except compassionate use/expanded access programs

The following do not constitute qualifying approvals:
Approvable letters that require additional actions before approval
Tentative approvals pending patent or exclusivity expiration
FDA requests for additional information or studies
Extension of Prescription Drug User Fee Amendments dates
Approval for compassionate use or expanded access programs only
Approval only for export or for use outside the United States
Emergency Use Authorization (EUA) without full approval
Complete Response Letters (CRLs) indicating the application cannot be approved in its current form

If the listed drug is approved within this market’s timeframe, the market will resolve to ""Yes,"" regardless of potential Advisory Committee votes against approval or later withdrawal of approval.

Conditional approvals may include post-marketing requirements or commitments and still qualify.

The primary resolution source will be official information from the FDA; however, a consensus of credible reporting will also be used.","chinese-peptides,drug,eli-lilly,fda,glp,science,tech"
482084,fda-approves-daraxonrasib-this-year,FDA approves Daraxonrasib this year?,FDA approves Daraxonrasib this year?,0xc98bbd47829f1ce2577a077122c6c2ad92f81c8a0121ff76d35228db8fe06fd9,14198965093737338776663839616761235146430455916053982124683200078400155180082,42785756387951692457807930787259017290684698484622152409513593503231430104901,False,True,"[""Yes"", ""No""]",0.705,0.295,0.75,,2026-05-13T21:54:50.450656Z,2026-12-31T00:00:00Z,,,66.18380099999999,1760.6615,,0.015,0.005,,0.09,0.66,0.75,"Positive phase 3 trial data for daraxonrasib, a RAS(ON) multi-selective inhibitor targeting KRAS G12 mutations in previously treated metastatic pancreatic ductal adenocarcinoma, underpin the 70.5% market-implied odds of FDA approval in 2026. The results showed median overall survival of 13.2 months versus 6.7 months with chemotherapy, with manageable safety, prompting a New England Journal of Medicine publication and plans for New Drug Application submission. Supporting factors include prior Breakthrough Therapy and Orphan Drug designations, the FDA Commissioner’s National Priority Voucher for accelerated review, and rapid May 2026 approval of an expanded access protocol. While full regulatory evaluation carries inherent uncertainty, the strength of the efficacy data and expedited pathways align with trader consensus favoring timely approval.","Daraxonrasib is an RAS inhibitor drug developed by Revolution Medicines and currently in trial to treat RAS-mutated cancers.

This market will resolve to ""Yes"" if the U.S. Food and Drug Administration (FDA) grants a full or conditional approval for a drug product whose active ingredient is Revolution Medicines’ daraxonrasib (including any brand name or identifier) for any use between market creation and December 31, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No.""

An approval is defined as:
For new drugs: FDA issuance of an approval letter for a New Drug Application (NDA) or Biologics License Application (BLA)
For already-marketed drugs seeking new indications: FDA approval of a supplemental NDA (sNDA) or supplemental BLA (sBLA) for the specific indication referenced
For generic drugs: FDA approval of an Abbreviated New Drug Application (ANDA)
For biosimilars: FDA approval of a 351(k) application

The following constitute qualifying approvals:
Standard approval (traditional approval based on clinical benefit), Accelerated approval (based on surrogate endpoints), Approval with Risk Evaluation and Mitigation Strategy (REMS), Approval with restricted distribution or indication limitations, except compassionate use/expanded access programs

The following do not constitute qualifying approvals:
Approvable letters that require additional actions before approval
Tentative approvals pending patent or exclusivity expiration
FDA requests for additional information or studies
Extension of Prescription Drug User Fee Amendments dates
Approval for compassionate use or expanded access programs only
Approval only for export or for use outside the United States
Emergency Use Authorization (EUA) without full approval
Complete Response Letters (CRLs) indicating the application cannot be approved in its current form

If the listed drug is approved within this market’s timeframe, the market will resolve to ""Yes,"" regardless of potential Advisory Committee votes against approval or later withdrawal of approval.

Conditional approvals may include post-marketing requirements or commitments and still qualify.

The primary resolution source will be official information from the FDA; however, a consensus of credible reporting will also be used.","cancer,drug,research,science,tech"
