t_unix,date_utc,yes_price
1780617618,2026-06-05 00:00,0.64
1780704003,2026-06-06 00:00,0.825
1780790413,2026-06-07 00:00,0.81
1780876803,2026-06-08 00:00,0.805
1780963203,2026-06-09 00:00,0.81
1781026983,2026-06-09 17:43,0.745
